iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million
ABW,Aruba,4/26/2020,100,0,2,0,936.628,0
ABW,Aruba,4/27/2020,100,0,2,0,936.628,0
ABW,Aruba,4/28/2020,100,0,2,0,936.628,0
ABW,Aruba,4/29/2020,100,0,2,0,936.628,0
ABW,Aruba,4/30/2020,100,0,2,0,936.628,0
ABW,Aruba,5/1/2020,100,0,2,0,936.628,0
ABW,Aruba,5/2/2020,100,0,2,0,936.628,0
ABW,Aruba,5/3/2020,100,0,2,0,936.628,0
ABW,Aruba,5/4/2020,100,0,2,0,936.628,0
ABW,Aruba,5/5/2020,100,0,2,0,936.628,0
ABW,Aruba,5/6/2020,100,0,2,0,936.628,0
ABW,Aruba,5/7/2020,101,1,2,0,945.994,9.366
ABW,Aruba,5/8/2020,101,0,3,1,945.994,0
ABW,Aruba,5/9/2020,101,0,3,0,945.994,0
ABW,Aruba,5/10/2020,101,0,3,0,945.994,0
ABW,Aruba,5/11/2020,101,0,3,0,945.994,0
ABW,Aruba,5/12/2020,101,0,3,0,945.994,0
ABW,Aruba,5/13/2020,101,0,3,0,945.994,0
ABW,Aruba,5/14/2020,101,0,3,0,945.994,0
ABW,Aruba,5/15/2020,101,0,3,0,945.994,0
ABW,Aruba,5/16/2020,101,0,3,0,945.994,0
ABW,Aruba,5/17/2020,101,0,3,0,945.994,0
ABW,Aruba,5/18/2020,101,0,3,0,945.994,0
ABW,Aruba,5/19/2020,101,0,3,0,945.994,0
ABW,Aruba,5/20/2020,101,0,3,0,945.994,0
ABW,Aruba,5/21/2020,101,0,3,0,945.994,0
AFG,Afghanistan,12/31/2019,0,0,0,0,0,0
AFG,Afghanistan,1/1/2020,0,0,0,0,0,0
AFG,Afghanistan,1/2/2020,0,0,0,0,0,0
AFG,Afghanistan,1/3/2020,0,0,0,0,0,0
AFG,Afghanistan,1/4/2020,0,0,0,0,0,0
AFG,Afghanistan,1/5/2020,0,0,0,0,0,0
AFG,Afghanistan,1/6/2020,0,0,0,0,0,0
AFG,Afghanistan,1/7/2020,0,0,0,0,0,0
AFG,Afghanistan,1/8/2020,0,0,0,0,0,0
AFG,Afghanistan,1/9/2020,0,0,0,0,0,0
AFG,Afghanistan,1/10/2020,0,0,0,0,0,0
AFG,Afghanistan,1/11/2020,0,0,0,0,0,0
AFG,Afghanistan,1/12/2020,0,0,0,0,0,0
AFG,Afghanistan,1/13/2020,0,0,0,0,0,0
AFG,Afghanistan,1/14/2020,0,0,0,0,0,0
AFG,Afghanistan,1/15/2020,0,0,0,0,0,0
AFG,Afghanistan,1/16/2020,0,0,0,0,0,0
AFG,Afghanistan,1/17/2020,0,0,0,0,0,0
AFG,Afghanistan,1/18/2020,0,0,0,0,0,0
AFG,Afghanistan,1/19/2020,0,0,0,0,0,0
AFG,Afghanistan,1/20/2020,0,0,0,0,0,0
AFG,Afghanistan,1/21/2020,0,0,0,0,0,0
AFG,Afghanistan,1/22/2020,0,0,0,0,0,0
AFG,Afghanistan,1/23/2020,0,0,0,0,0,0
AFG,Afghanistan,1/24/2020,0,0,0,0,0,0
AFG,Afghanistan,1/25/2020,0,0,0,0,0,0
AFG,Afghanistan,1/26/2020,0,0,0,0,0,0
AFG,Afghanistan,1/27/2020,0,0,0,0,0,0
AFG,Afghanistan,1/28/2020,0,0,0,0,0,0
AFG,Afghanistan,1/29/2020,0,0,0,0,0,0
AFG,Afghanistan,1/30/2020,0,0,0,0,0,0
AFG,Afghanistan,1/31/2020,0,0,0,0,0,0
AFG,Afghanistan,2/1/2020,0,0,0,0,0,0
AFG,Afghanistan,2/2/2020,0,0,0,0,0,0
AFG,Afghanistan,2/3/2020,0,0,0,0,0,0
AFG,Afghanistan,2/4/2020,0,0,0,0,0,0
AFG,Afghanistan,2/5/2020,0,0,0,0,0,0
AFG,Afghanistan,2/6/2020,0,0,0,0,0,0
AFG,Afghanistan,2/7/2020,0,0,0,0,0,0
AFG,Afghanistan,2/8/2020,0,0,0,0,0,0
AFG,Afghanistan,2/9/2020,0,0,0,0,0,0
AFG,Afghanistan,2/10/2020,0,0,0,0,0,0
AFG,Afghanistan,2/11/2020,0,0,0,0,0,0
AFG,Afghanistan,2/12/2020,0,0,0,0,0,0
AFG,Afghanistan,2/13/2020,0,0,0,0,0,0
AFG,Afghanistan,2/14/2020,0,0,0,0,0,0
AFG,Afghanistan,2/15/2020,0,0,0,0,0,0
AFG,Afghanistan,2/16/2020,0,0,0,0,0,0
AFG,Afghanistan,2/17/2020,0,0,0,0,0,0
AFG,Afghanistan,2/18/2020,0,0,0,0,0,0
AFG,Afghanistan,2/19/2020,0,0,0,0,0,0
AFG,Afghanistan,2/20/2020,0,0,0,0,0,0
AFG,Afghanistan,2/21/2020,0,0,0,0,0,0
AFG,Afghanistan,2/22/2020,0,0,0,0,0,0
AFG,Afghanistan,2/23/2020,0,0,0,0,0,0
AFG,Afghanistan,2/24/2020,0,0,0,0,0,0
AFG,Afghanistan,2/25/2020,1,1,0,0,0.026,0.026
AFG,Afghanistan,2/26/2020,1,0,0,0,0.026,0
AFG,Afghanistan,2/27/2020,1,0,0,0,0.026,0
AFG,Afghanistan,2/28/2020,1,0,0,0,0.026,0
AFG,Afghanistan,2/29/2020,1,0,0,0,0.026,0
AFG,Afghanistan,3/1/2020,1,0,0,0,0.026,0
AFG,Afghanistan,3/2/2020,1,0,0,0,0.026,0
AFG,Afghanistan,3/8/2020,4,3,0,0,0.103,0.077
AFG,Afghanistan,3/11/2020,7,3,0,0,0.18,0.077
AFG,Afghanistan,3/15/2020,10,3,0,0,0.257,0.077
AFG,Afghanistan,3/16/2020,16,6,0,0,0.411,0.154
AFG,Afghanistan,3/17/2020,21,5,0,0,0.539,0.128
AFG,Afghanistan,3/18/2020,22,1,0,0,0.565,0.026
AFG,Afghanistan,3/19/2020,22,0,0,0,0.565,0
AFG,Afghanistan,3/20/2020,22,0,0,0,0.565,0
AFG,Afghanistan,3/21/2020,24,2,0,0,0.617,0.051
AFG,Afghanistan,3/22/2020,24,0,0,0,0.617,0
AFG,Afghanistan,3/23/2020,34,10,0,0,0.873,0.257
AFG,Afghanistan,3/24/2020,40,6,1,1,1.028,0.154
AFG,Afghanistan,3/25/2020,42,2,1,0,1.079,0.051
AFG,Afghanistan,3/26/2020,75,33,1,0,1.927,0.848
AFG,Afghanistan,3/27/2020,75,0,1,0,1.927,0
AFG,Afghanistan,3/28/2020,91,16,2,1,2.338,0.411
AFG,Afghanistan,3/29/2020,106,15,3,1,2.723,0.385
AFG,Afghanistan,3/30/2020,114,8,4,1,2.928,0.206
AFG,Afghanistan,3/31/2020,141,27,4,0,3.622,0.694
AFG,Afghanistan,4/1/2020,166,25,4,0,4.264,0.642
AFG,Afghanistan,4/2/2020,192,26,4,0,4.932,0.668
AFG,Afghanistan,4/3/2020,235,43,4,0,6.037,1.105
AFG,Afghanistan,4/4/2020,235,0,4,0,6.037,0
AFG,Afghanistan,4/5/2020,270,35,5,1,6.936,0.899
AFG,Afghanistan,4/6/2020,299,29,7,2,7.681,0.745
AFG,Afghanistan,4/7/2020,337,38,7,0,8.657,0.976
AFG,Afghanistan,4/8/2020,367,30,11,4,9.428,0.771
AFG,Afghanistan,4/9/2020,423,56,14,3,10.866,1.439
AFG,Afghanistan,4/10/2020,484,61,15,1,12.433,1.567
AFG,Afghanistan,4/11/2020,521,37,15,0,13.384,0.95
AFG,Afghanistan,4/12/2020,555,34,18,3,14.257,0.873
AFG,Afghanistan,4/13/2020,607,52,18,0,15.593,1.336
AFG,Afghanistan,4/14/2020,665,58,21,3,17.083,1.49
AFG,Afghanistan,4/15/2020,714,49,23,2,18.341,1.259
AFG,Afghanistan,4/16/2020,784,70,25,2,20.14,1.798
AFG,Afghanistan,4/17/2020,794,10,29,4,20.396,0.257
AFG,Afghanistan,4/18/2020,845,51,30,1,21.707,1.31
AFG,Afghanistan,4/19/2020,908,63,30,0,23.325,1.618
AFG,Afghanistan,4/20/2020,996,88,33,3,25.585,2.261
AFG,Afghanistan,4/21/2020,1031,35,35,2,26.485,0.899
AFG,Afghanistan,4/22/2020,1092,61,36,1,28.052,1.567
AFG,Afghanistan,4/23/2020,1176,84,40,4,30.209,2.158
AFG,Afghanistan,4/24/2020,1281,105,42,2,32.907,2.697
AFG,Afghanistan,4/25/2020,1351,70,43,1,34.705,1.798
AFG,Afghanistan,4/26/2020,1463,112,47,4,37.582,2.877
AFG,Afghanistan,4/27/2020,1531,68,57,10,39.329,1.747
AFG,Afghanistan,4/28/2020,1703,172,57,0,43.747,4.418
AFG,Afghanistan,4/29/2020,1827,124,60,3,46.932,3.185
AFG,Afghanistan,4/30/2020,1949,122,60,0,50.066,3.134
AFG,Afghanistan,5/1/2020,2171,222,64,4,55.769,5.703
AFG,Afghanistan,5/2/2020,2335,164,68,4,59.982,4.213
AFG,Afghanistan,5/3/2020,2469,134,72,4,63.424,3.442
AFG,Afghanistan,5/4/2020,2704,235,85,13,69.461,6.037
AFG,Afghanistan,5/5/2020,2894,190,90,5,74.342,4.881
AFG,Afghanistan,5/6/2020,3224,330,95,5,82.819,8.477
AFG,Afghanistan,5/7/2020,3392,168,104,9,87.134,4.316
AFG,Afghanistan,5/8/2020,3563,171,106,2,91.527,4.393
AFG,Afghanistan,5/9/2020,3778,215,109,3,97.05,5.523
AFG,Afghanistan,5/10/2020,4033,255,115,6,103.601,6.55
AFG,Afghanistan,5/11/2020,4402,369,120,5,113.08,9.479
AFG,Afghanistan,5/12/2020,4687,285,122,2,120.401,7.321
AFG,Afghanistan,5/13/2020,4967,280,127,5,127.593,7.193
AFG,Afghanistan,5/14/2020,5226,259,130,3,134.247,6.653
AFG,Afghanistan,5/15/2020,5339,113,136,6,137.149,2.903
AFG,Afghanistan,5/16/2020,6402,1063,168,32,164.456,27.307
AFG,Afghanistan,5/17/2020,6402,0,168,0,164.456,0
AFG,Afghanistan,5/18/2020,6664,262,169,1,171.186,6.73
AFG,Afghanistan,5/19/2020,7072,408,173,4,181.667,10.481
AFG,Afghanistan,5/20/2020,7653,581,178,5,196.592,14.925
AFG,Afghanistan,5/21/2020,8145,492,187,9,209.231,12.639
AGO,Angola,3/22/2020,2,2,0,0,0.061,0.061
AGO,Angola,3/23/2020,2,0,0,0,0.061,0
AGO,Angola,3/24/2020,2,0,0,0,0.061,0
AGO,Angola,3/25/2020,2,0,0,0,0.061,0
AGO,Angola,3/26/2020,2,0,0,0,0.061,0
AGO,Angola,3/27/2020,3,1,0,0,0.091,0.03
AGO,Angola,3/28/2020,4,1,0,0,0.122,0.03
AGO,Angola,3/29/2020,4,0,0,0,0.122,0
AGO,Angola,3/30/2020,7,3,2,2,0.213,0.091
AGO,Angola,3/31/2020,7,0,2,0,0.213,0
AGO,Angola,4/1/2020,7,0,2,0,0.213,0
AGO,Angola,4/2/2020,8,1,2,0,0.243,0.03
AGO,Angola,4/3/2020,8,0,2,0,0.243,0
AGO,Angola,4/4/2020,8,0,2,0,0.243,0
AGO,Angola,4/5/2020,10,2,2,0,0.304,0.061
AGO,Angola,4/6/2020,14,4,2,0,0.426,0.122
AGO,Angola,4/7/2020,16,2,2,0,0.487,0.061
AGO,Angola,4/8/2020,17,1,2,0,0.517,0.03
AGO,Angola,4/9/2020,19,2,2,0,0.578,0.061
AGO,Angola,4/10/2020,19,0,2,0,0.578,0
AGO,Angola,4/11/2020,19,0,2,0,0.578,0
AGO,Angola,4/12/2020,19,0,2,0,0.578,0
AGO,Angola,4/13/2020,19,0,2,0,0.578,0
AGO,Angola,4/14/2020,19,0,2,0,0.578,0
AGO,Angola,4/15/2020,19,0,2,0,0.578,0
AGO,Angola,4/16/2020,19,0,2,0,0.578,0
AGO,Angola,4/17/2020,19,0,2,0,0.578,0
AGO,Angola,4/18/2020,19,0,2,0,0.578,0
AGO,Angola,4/19/2020,24,5,2,0,0.73,0.152
AGO,Angola,4/20/2020,24,0,2,0,0.73,0
AGO,Angola,4/21/2020,24,0,2,0,0.73,0
AGO,Angola,4/22/2020,24,0,2,0,0.73,0
AGO,Angola,4/23/2020,24,0,2,0,0.73,0
AGO,Angola,4/24/2020,25,1,2,0,0.761,0.03
AGO,Angola,4/25/2020,25,0,2,0,0.761,0
AGO,Angola,4/26/2020,25,0,2,0,0.761,0
AGO,Angola,4/27/2020,26,1,2,0,0.791,0.03
AGO,Angola,4/28/2020,27,1,2,0,0.822,0.03
AGO,Angola,4/29/2020,27,0,2,0,0.822,0
AGO,Angola,4/30/2020,27,0,2,0,0.822,0
AGO,Angola,5/1/2020,27,0,2,0,0.822,0
AGO,Angola,5/2/2020,29,2,2,0,0.882,0.061
AGO,Angola,5/3/2020,35,6,2,0,1.065,0.183
AGO,Angola,5/4/2020,35,0,2,0,1.065,0
AGO,Angola,5/5/2020,35,0,2,0,1.065,0
AGO,Angola,5/6/2020,36,1,2,0,1.095,0.03
AGO,Angola,5/7/2020,36,0,2,0,1.095,0
AGO,Angola,5/8/2020,36,0,2,0,1.095,0
AGO,Angola,5/9/2020,43,7,2,0,1.308,0.213
AGO,Angola,5/10/2020,43,0,2,0,1.308,0
AGO,Angola,5/11/2020,45,2,2,0,1.369,0.061
AGO,Angola,5/12/2020,45,0,2,0,1.369,0
AGO,Angola,5/13/2020,45,0,2,0,1.369,0
AGO,Angola,5/14/2020,45,0,2,0,1.369,0
AGO,Angola,5/15/2020,48,3,2,0,1.46,0.091
AGO,Angola,5/16/2020,48,0,2,0,1.46,0
AGO,Angola,5/17/2020,48,0,2,0,1.46,0
AGO,Angola,5/18/2020,48,0,2,0,1.46,0
AGO,Angola,5/19/2020,48,0,2,0,1.46,0
AGO,Angola,5/20/2020,50,2,2,0,1.521,0.061
AGO,Angola,5/21/2020,52,2,3,1,1.582,0.061
AIA,Anguilla,3/27/2020,2,2,0,0,133.316,133.316
AIA,Anguilla,3/28/2020,2,0,0,0,133.316,0
AIA,Anguilla,3/29/2020,2,0,0,0,133.316,0
AIA,Anguilla,3/30/2020,2,0,0,0,133.316,0
AIA,Anguilla,3/31/2020,2,0,0,0,133.316,0
AIA,Anguilla,4/1/2020,2,0,0,0,133.316,0
AIA,Anguilla,4/2/2020,2,0,0,0,133.316,0
AIA,Anguilla,4/3/2020,3,1,0,0,199.973,66.658
AIA,Anguilla,4/4/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/5/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/6/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/7/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/8/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/9/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/10/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/11/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/12/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/13/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/14/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/15/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/16/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/17/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/18/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/19/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/20/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/21/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/22/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/23/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/24/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/25/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/26/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/27/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/28/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/29/2020,3,0,0,0,199.973,0
AIA,Anguilla,4/30/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/1/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/2/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/3/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/4/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/5/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/6/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/7/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/8/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/9/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/10/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/11/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/12/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/13/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/14/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/15/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/16/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/17/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/18/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/19/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/20/2020,3,0,0,0,199.973,0
AIA,Anguilla,5/21/2020,3,0,0,0,199.973,0
ALB,Albania,3/9/2020,2,2,0,0,0.695,0.695
ALB,Albania,3/10/2020,6,4,0,0,2.085,1.39
ALB,Albania,3/11/2020,10,4,0,0,3.475,1.39
ALB,Albania,3/12/2020,11,1,1,1,3.822,0.347
ALB,Albania,3/13/2020,23,12,1,0,7.992,4.17
ALB,Albania,3/14/2020,33,10,1,0,11.467,3.475
ALB,Albania,3/15/2020,38,5,1,0,13.205,1.737
ALB,Albania,3/16/2020,42,4,1,0,14.594,1.39
ALB,Albania,3/17/2020,51,9,1,0,17.722,3.127
ALB,Albania,3/18/2020,55,4,1,0,19.112,1.39
ALB,Albania,3/19/2020,59,4,2,1,20.502,1.39
ALB,Albania,3/20/2020,70,11,2,0,24.324,3.822
ALB,Albania,3/21/2020,70,0,2,0,24.324,0
ALB,Albania,3/22/2020,76,6,2,0,26.409,2.085
ALB,Albania,3/23/2020,89,13,2,0,30.926,4.517
ALB,Albania,3/24/2020,100,11,4,2,34.749,3.822
ALB,Albania,3/25/2020,123,23,5,1,42.741,7.992
ALB,Albania,3/26/2020,146,23,5,0,50.733,7.992
ALB,Albania,3/27/2020,174,28,6,1,60.463,9.73
ALB,Albania,3/28/2020,186,12,9,3,64.633,4.17
ALB,Albania,3/29/2020,197,11,10,1,68.455,3.822
ALB,Albania,3/30/2020,212,15,10,0,73.667,5.212
ALB,Albania,3/31/2020,223,11,12,2,77.49,3.822
ALB,Albania,4/1/2020,243,20,15,3,84.44,6.95
ALB,Albania,4/2/2020,259,16,15,0,89.999,5.56
ALB,Albania,4/3/2020,277,18,16,1,96.254,6.255
ALB,Albania,4/4/2020,304,27,17,1,105.636,9.382
ALB,Albania,4/5/2020,333,29,19,2,115.713,10.077
ALB,Albania,4/6/2020,361,28,21,2,125.443,9.73
ALB,Albania,4/7/2020,377,16,22,1,131.003,5.56
ALB,Albania,4/8/2020,383,6,22,0,133.088,2.085
ALB,Albania,4/9/2020,400,17,22,0,138.995,5.907
ALB,Albania,4/10/2020,409,9,23,1,142.122,3.127
ALB,Albania,4/11/2020,416,7,23,0,144.555,2.432
ALB,Albania,4/12/2020,433,17,23,0,150.462,5.907
ALB,Albania,4/13/2020,446,13,23,0,154.979,4.517
ALB,Albania,4/14/2020,467,21,23,0,162.277,7.297
ALB,Albania,4/15/2020,475,8,24,1,165.057,2.78
ALB,Albania,4/16/2020,494,19,25,1,171.659,6.602
ALB,Albania,4/17/2020,518,24,26,1,179.999,8.34
ALB,Albania,4/18/2020,539,21,26,0,187.296,7.297
ALB,Albania,4/19/2020,548,9,26,0,190.423,3.127
ALB,Albania,4/20/2020,562,14,26,0,195.288,4.865
ALB,Albania,4/21/2020,584,22,26,0,202.933,7.645
ALB,Albania,4/22/2020,609,25,26,0,211.62,8.687
ALB,Albania,4/23/2020,634,25,27,1,220.307,8.687
ALB,Albania,4/24/2020,663,29,27,0,230.384,10.077
ALB,Albania,4/25/2020,678,15,27,0,235.597,5.212
ALB,Albania,4/26/2020,712,34,27,0,247.411,11.815
ALB,Albania,4/27/2020,726,14,28,1,252.276,4.865
ALB,Albania,4/28/2020,736,10,28,0,255.751,3.475
ALB,Albania,4/29/2020,750,14,30,2,260.616,4.865
ALB,Albania,4/30/2020,766,16,31,1,266.176,5.56
ALB,Albania,5/1/2020,773,7,31,0,268.608,2.432
ALB,Albania,5/2/2020,782,9,31,0,271.735,3.127
ALB,Albania,5/3/2020,789,7,31,0,274.168,2.432
ALB,Albania,5/4/2020,795,6,31,0,276.253,2.085
ALB,Albania,5/5/2020,803,8,31,0,279.033,2.78
ALB,Albania,5/6/2020,820,17,31,0,284.94,5.907
ALB,Albania,5/7/2020,832,12,31,0,289.11,4.17
ALB,Albania,5/8/2020,842,10,31,0,292.585,3.475
ALB,Albania,5/9/2020,850,8,31,0,295.365,2.78
ALB,Albania,5/10/2020,856,6,31,0,297.449,2.085
ALB,Albania,5/11/2020,868,12,31,0,301.619,4.17
ALB,Albania,5/12/2020,872,4,31,0,303.009,1.39
ALB,Albania,5/13/2020,876,4,31,0,304.399,1.39
ALB,Albania,5/14/2020,880,4,31,0,305.789,1.39
ALB,Albania,5/15/2020,898,18,31,0,312.044,6.255
ALB,Albania,5/16/2020,916,18,31,0,318.299,6.255
ALB,Albania,5/17/2020,933,17,31,0,324.206,5.907
ALB,Albania,5/18/2020,946,13,31,0,328.723,4.517
ALB,Albania,5/19/2020,948,2,31,0,329.418,0.695
ALB,Albania,5/20/2020,949,1,31,0,329.766,0.347
ALB,Albania,5/21/2020,964,15,31,0,334.978,5.212
AND,Andorra,3/3/2020,1,1,0,0,12.942,12.942
AND,Andorra,3/14/2020,2,1,0,0,25.885,12.942
AND,Andorra,3/16/2020,5,3,0,0,64.712,38.827
AND,Andorra,3/17/2020,14,9,0,0,181.195,116.482
AND,Andorra,3/18/2020,14,0,0,0,181.195,0
AND,Andorra,3/19/2020,53,39,0,0,685.951,504.756
AND,Andorra,3/20/2020,75,22,0,0,970.685,284.734
AND,Andorra,3/21/2020,75,0,0,0,970.685,0
AND,Andorra,3/22/2020,88,13,0,0,1138.937,168.252
AND,Andorra,3/23/2020,113,25,0,0,1462.499,323.562
AND,Andorra,3/24/2020,133,20,0,0,1721.349,258.849
AND,Andorra,3/25/2020,164,31,0,0,2122.565,401.217
AND,Andorra,3/26/2020,188,24,0,0,2433.184,310.619
AND,Andorra,3/27/2020,224,36,3,3,2899.113,465.929
AND,Andorra,3/28/2020,267,43,3,0,3455.64,556.526
AND,Andorra,3/29/2020,308,41,4,1,3986.281,530.641
AND,Andorra,3/30/2020,334,26,6,2,4322.785,336.504
AND,Andorra,3/31/2020,370,36,8,2,4788.714,465.929
AND,Andorra,4/1/2020,376,6,12,4,4866.369,77.655
AND,Andorra,4/2/2020,390,14,14,2,5047.564,181.195
AND,Andorra,4/3/2020,428,38,15,1,5539.377,491.814
AND,Andorra,4/4/2020,439,11,16,1,5681.745,142.367
AND,Andorra,4/5/2020,466,27,17,1,6031.191,349.447
AND,Andorra,4/6/2020,501,35,18,1,6484.178,452.986
AND,Andorra,4/7/2020,526,25,21,3,6807.74,323.562
AND,Andorra,4/8/2020,545,19,22,1,7053.647,245.907
AND,Andorra,4/9/2020,564,19,23,1,7299.553,245.907
AND,Andorra,4/10/2020,583,19,25,2,7545.46,245.907
AND,Andorra,4/11/2020,601,18,26,1,7778.425,232.964
AND,Andorra,4/12/2020,622,21,28,2,8050.217,271.792
AND,Andorra,4/13/2020,638,16,29,1,8257.296,207.08
AND,Andorra,4/14/2020,646,8,29,0,8360.836,103.54
AND,Andorra,4/15/2020,659,13,31,2,8529.088,168.252
AND,Andorra,4/16/2020,673,14,33,2,8710.283,181.195
AND,Andorra,4/17/2020,682,9,33,0,8826.765,116.482
AND,Andorra,4/18/2020,696,14,35,2,9007.96,181.195
AND,Andorra,4/19/2020,704,8,35,0,9111.499,103.54
AND,Andorra,4/20/2020,713,9,36,1,9227.982,116.482
AND,Andorra,4/21/2020,717,4,36,0,9279.752,51.77
AND,Andorra,4/22/2020,717,0,37,1,9279.752,0
AND,Andorra,4/23/2020,723,6,37,0,9357.406,77.655
AND,Andorra,4/24/2020,724,1,37,0,9370.349,12.942
AND,Andorra,4/25/2020,731,7,40,3,9460.946,90.597
AND,Andorra,4/26/2020,733,2,40,0,9486.831,25.885
AND,Andorra,4/27/2020,740,7,40,0,9577.428,90.597
AND,Andorra,4/28/2020,743,3,40,0,9616.256,38.827
AND,Andorra,4/29/2020,743,0,41,1,9616.256,0
AND,Andorra,4/30/2020,743,0,42,1,9616.256,0
AND,Andorra,5/1/2020,745,2,42,0,9642.141,25.885
AND,Andorra,5/2/2020,746,1,43,1,9655.083,12.942
AND,Andorra,5/3/2020,747,1,44,1,9668.026,12.942
AND,Andorra,5/4/2020,748,1,45,1,9680.968,12.942
AND,Andorra,5/5/2020,750,2,45,0,9706.853,25.885
AND,Andorra,5/6/2020,751,1,46,1,9719.796,12.942
AND,Andorra,5/7/2020,751,0,46,0,9719.796,0
AND,Andorra,5/8/2020,752,1,47,1,9732.738,12.942
AND,Andorra,5/9/2020,752,0,47,0,9732.738,0
AND,Andorra,5/10/2020,754,2,48,1,9758.623,25.885
AND,Andorra,5/11/2020,755,1,48,0,9771.565,12.942
AND,Andorra,5/12/2020,756,1,48,0,9784.508,12.942
